date,team_1,team_2,venue,toss_winner,toss_decision,winner,target
2024-09-21,Cameroon,Ghana,"Gymkhana Club Ground, Dar-es-Salaam",Cameroon,bat,Ghana,0
2024-09-21,Mali,Tanzania,University of Dar-es-Salaam Ground,Tanzania,field,Tanzania,0
2024-09-22,Mali,Cameroon,"Gymkhana Club Ground, Dar-es-Salaam",Mali,bat,Cameroon,0
2024-09-22,Malawi,Ghana,University of Dar-es-Salaam Ground,Ghana,field,Malawi,1
2024-09-24,Ghana,Lesotho,University of Dar-es-Salaam Ground,Ghana,bat,Ghana,1
2024-09-24,Cameroon,Tanzania,"Gymkhana Club Ground, Dar-es-Salaam",Cameroon,bat,Tanzania,0
2024-09-24,Mali,Malawi,University of Dar-es-Salaam Ground,Mali,bat,Malawi,0
2024-09-25,Japan,Indonesia,"Yeonhui Cricket Ground, Incheon",Japan,bat,Japan,1
2024-09-25,Cameroon,Malawi,University of Dar-es-Salaam Ground,Malawi,field,Malawi,0
2024-09-25,Lesotho,Mali,"Gymkhana Club Ground, Dar-es-Salaam",Mali,field,Lesotho,1
2024-09-25,Ghana,Tanzania,University of Dar-es-Salaam Ground,Ghana,bat,Tanzania,0
2024-09-26,Mali,Ghana,"Gymkhana Club Ground, Dar-es-Salaam",Mali,bat,Ghana,0
2024-09-26,Lesotho,Cameroon,University of Dar-es-Salaam Ground,Cameroon,field,Cameroon,0
2024-09-26,Tanzania,Malawi,"Gymkhana Club Ground, Dar-es-Salaam",Tanzania,bat,Tanzania,1
2024-09-26,Japan,Philippines,"Yeonhui Cricket Ground, Incheon",Japan,bat,Japan,1
2024-09-27,Ireland,South Africa,"Zayed Cricket Stadium, Abu Dhabi",South Africa,field,South Africa,0
2024-09-28,Philippines,Japan,"Yeonhui Cricket Ground, Incheon",Philippines,bat,Japan,0
2024-09-28,South Korea,Indonesia,"Yeonhui Cricket Ground, Incheon",South Korea,bat,Indonesia,0
2024-09-28,Canada,Nepal,"Maple Leaf North-West Ground, King City",Nepal,field,Canada,1
2024-09-29,Nepal,Oman,"Maple Leaf North-West Ground, King City",Oman,field,Nepal,1
2024-09-29,South Korea,Japan,"Yeonhui Cricket Ground, Incheon",South Korea,bat,Japan,0
2024-09-29,United Arab Emirates,Namibia,"Wanderers Cricket Ground, Windhoek",Namibia,field,United Arab Emirates,1
2024-09-29,Ireland,South Africa,"Zayed Cricket Stadium, Abu Dhabi",South Africa,field,Ireland,1
2024-09-29,Philippines,Indonesia,"Yeonhui Cricket Ground, Incheon",Indonesia,field,Philippines,1
2024-09-30,United States of America,United Arab Emirates,"Wanderers Cricket Ground, Windhoek",United States of America,bat,United States of America,1
2024-09-30,Canada,Oman,"Maple Leaf North-West Ground, King City",Oman,field,Oman,0
2024-09-30,Serbia,Gibraltar,Europa Sports Complex,Serbia,bat,Gibraltar,0
2024-09-30,Serbia,Gibraltar,Europa Sports Complex,Gibraltar,field,Gibraltar,0
2024-10-01,Japan,Indonesia,"Yeonhui Cricket Ground, Incheon",Indonesia,field,Japan,1
2024-10-01,Philippines,South Korea,"Yeonhui Cricket Ground, Incheon",South Korea,field,Philippines,1
2024-10-01,United States of America,Namibia,"Wanderers Cricket Ground, Windhoek",United States of America,bat,United States of America,1
2024-10-01,Nepal,Canada,"Maple Leaf North-West Ground, King City",Canada,field,Canada,0
2024-10-02,Namibia,United Arab Emirates,"Wanderers Cricket Ground, Windhoek",Namibia,bat,United Arab Emirates,0
2024-10-02,Nepal,Oman,"Maple Leaf North-West Ground, King City",Oman,field,Nepal,1
2024-10-02,Japan,Philippines,"Yeonhui Cricket Ground, Incheon",Japan,bat,Japan,1
2024-10-02,Indonesia,South Korea,"Yeonhui Cricket Ground, Incheon",Indonesia,bat,Indonesia,1
2024-10-03,Oman,Canada,"Maple Leaf North-West Ground, King City",Canada,field,Canada,0
2024-10-04,Indonesia,Philippines,"Yeonhui Cricket Ground, Incheon",Indonesia,bat,Indonesia,1
2024-10-04,Japan,South Korea,"Yeonhui Cricket Ground, Incheon",Japan,bat,Japan,1
2024-10-04,United Arab Emirates,United States of America,"Wanderers Cricket Ground, Windhoek",United Arab Emirates,bat,United Arab Emirates,1
2024-10-05,Philippines,South Korea,"Yeonhui Cricket Ground, Incheon",Philippines,bat,Philippines,1
2024-10-05,Japan,Indonesia,"Yeonhui Cricket Ground, Incheon",Japan,bat,Japan,1
2024-10-05,Namibia,United States of America,"Wanderers Cricket Ground, Windhoek",Namibia,bat,United States of America,0
2024-10-06,Bangladesh,India,"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",India,field,India,0
2024-10-09,India,Bangladesh,"Arun Jaitley Stadium, Delhi",Bangladesh,field,India,1
2024-10-09,Malawi,Rwanda,"TCA Oval, Blantyre",Malawi,bat,Rwanda,0
2024-10-10,Malawi,Rwanda,"TCA Oval, Blantyre",Rwanda,field,Rwanda,0
2024-10-12,Brazil,Mexico,Sao Fernando Polo and Cricket Club,Mexico,field,Brazil,1
2024-10-12,India,Bangladesh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",India,bat,India,1
2024-10-13,Sri Lanka,West Indies,Rangiri Dambulla International Stadium,West Indies,field,West Indies,0
2024-10-13,Mexico,Argentina,Sao Fernando Polo and Cricket Club,Argentina,field,Argentina,0
2024-10-13,Malawi,Rwanda,"TCA Oval, Blantyre",Rwanda,field,Rwanda,0
2024-10-15,Sri Lanka,West Indies,Rangiri Dambulla International Stadium,Sri Lanka,bat,Sri Lanka,1
2024-10-17,West Indies,Sri Lanka,Rangiri Dambulla International Stadium,West Indies,bat,Sri Lanka,0
2024-10-17,Nepal,United States of America,"Grand Prairie Stadium, Dallas",United States of America,field,Nepal,1
2024-10-18,Kenya,Seychelles,"Sikh Union Club Ground, Nairobi",Kenya,bat,Kenya,1
2024-10-19,Thailand,Bhutan,Gelephu International Cricket Ground,Bhutan,field,Thailand,1
2024-10-19,Indonesia,Maldives,Gelephu International Cricket Ground,Indonesia,bat,Maldives,0
2024-10-19,Zimbabwe,Seychelles,"Gymkhana Club Ground, Nairobi",Seychelles,field,Zimbabwe,1
2024-10-19,Kenya,Mozambique,"Ruaraka Sports Club Ground, Nairobi",Mozambique,field,Kenya,1
2024-10-20,Rwanda,Kenya,"Gymkhana Club Ground, Nairobi",Rwanda,bat,Kenya,0
2024-10-20,Mozambique,Zimbabwe,"Gymkhana Club Ground, Nairobi",Zimbabwe,field,Zimbabwe,0
2024-10-20,United States of America,Nepal,"Grand Prairie Stadium, Dallas",United States of America,bat,Nepal,0
2024-10-20,Maldives,Bhutan,Gelephu International Cricket Ground,Bhutan,field,Bhutan,0
2024-10-20,Indonesia,Thailand,Gelephu International Cricket Ground,Indonesia,bat,Thailand,0
2024-10-22,Thailand,Maldives,Gelephu International Cricket Ground,Thailand,bat,Thailand,1
2024-10-22,Bhutan,Indonesia,Gelephu International Cricket Ground,Bhutan,bat,Bhutan,1
2024-10-22,Mozambique,Seychelles,"Gymkhana Club Ground, Nairobi",Mozambique,bat,Mozambique,1
2024-10-22,Kenya,Gambia,"Gymkhana Club Ground, Nairobi",Kenya,bat,Kenya,1
2024-10-22,Zimbabwe,Rwanda,"Ruaraka Sports Club Ground, Nairobi",Zimbabwe,bat,Zimbabwe,1
2024-10-23,Zimbabwe,Gambia,"Ruaraka Sports Club Ground, Nairobi",Zimbabwe,bat,Zimbabwe,1
2024-10-23,Rwanda,Mozambique,"Gymkhana Club Ground, Nairobi",Rwanda,bat,Mozambique,0
2024-10-23,Bhutan,Maldives,Gelephu International Cricket Ground,Bhutan,bat,Maldives,0
2024-10-23,Seychelles,Kenya,"Ruaraka Sports Club Ground, Nairobi",Seychelles,bat,Kenya,0
2024-10-23,Thailand,Indonesia,Gelephu International Cricket Ground,Thailand,bat,Thailand,1
2024-10-24,Indonesia,Bhutan,Gelephu International Cricket Ground,Indonesia,bat,Bhutan,0
2024-10-24,Rwanda,Seychelles,"Ruaraka Sports Club Ground, Nairobi",Rwanda,bat,Rwanda,1
2024-10-24,Zimbabwe,Kenya,"Gymkhana Club Ground, Nairobi",Zimbabwe,bat,Zimbabwe,1
2024-10-24,Gambia,Mozambique,"Ruaraka Sports Club Ground, Nairobi",Gambia,bat,Mozambique,0
2024-10-28,Bahrain,Uganda,Jinja Cricket Ground,Uganda,field,Bahrain,1
2024-10-29,Bahrain,Uganda,Jinja Cricket Ground,Bahrain,bat,Uganda,0
2024-11-08,India,South Africa,"Kingsmead, Durban",South Africa,field,India,1
2024-11-09,New Zealand,Sri Lanka,Rangiri Dambulla International Stadium,New Zealand,bat,Sri Lanka,0
2024-11-09,West Indies,England,"Kensington Oval, Bridgetown, Barbados",England,field,England,0
2024-11-10,West Indies,England,"Kensington Oval, Bridgetown, Barbados",England,field,England,0
2024-11-10,India,South Africa,"St George's Park, Gqeberha",South Africa,field,South Africa,0
2024-11-10,New Zealand,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field,New Zealand,1
2024-11-12,Indonesia,Myanmar,Udayana Cricket Ground,Myanmar,field,Indonesia,1
2024-11-13,India,South Africa,"SuperSport Park, Centurion",South Africa,field,India,1
2024-11-13,Netherlands,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Oman,0
2024-11-13,Myanmar,Indonesia,Udayana Cricket Ground,Myanmar,bat,Indonesia,0
2024-11-14,West Indies,England,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,field,England,0
2024-11-14,Australia,Pakistan,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Pakistan,field,Australia,1
2024-11-14,Netherlands,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Netherlands,1
2024-11-15,Myanmar,Indonesia,Udayana Cricket Ground,Indonesia,field,Indonesia,0
2024-11-15,India,South Africa,"The Wanderers Stadium, Johannesburg",India,bat,India,1
2024-11-16,Australia,Pakistan,Sydney Cricket Ground,Australia,bat,Australia,1
2024-11-16,England,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",West Indies,field,West Indies,0
2024-11-16,Netherlands,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,Netherlands,1
2024-11-16,Myanmar,Indonesia,Udayana Cricket Ground,Myanmar,bat,Indonesia,0
2024-11-17,Indonesia,Myanmar,Udayana Cricket Ground,Indonesia,bat,Indonesia,1
2024-11-18,Pakistan,Australia,"Bellerive Oval, Hobart",Pakistan,bat,Australia,0
2024-11-19,United Arab Emirates,Bhutan,University of Doha for Science and Technology,Bhutan,field,United Arab Emirates,1
2024-11-19,Bahrain,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Saudi Arabia,field,Bahrain,1
2024-11-19,Thailand,Qatar,"West End Park International Cricket Stadium, Doha",Qatar,field,Qatar,0
2024-11-19,Myanmar,Indonesia,Udayana Cricket Ground,Myanmar,bat,Indonesia,0
2024-11-20,Thailand,Cambodia,"West End Park International Cricket Stadium, Doha",Cambodia,field,Thailand,1
2024-11-20,Bhutan,Qatar,University of Doha for Science and Technology,Qatar,field,Qatar,0
2024-11-20,United Arab Emirates,Saudi Arabia,"West End Park International Cricket Stadium, Doha",United Arab Emirates,bat,United Arab Emirates,1
2024-11-22,Cambodia,United Arab Emirates,"West End Park International Cricket Stadium, Doha",United Arab Emirates,field,United Arab Emirates,0
2024-11-22,Bahrain,Thailand,University of Doha for Science and Technology,Bahrain,bat,Thailand,0
2024-11-22,Saudi Arabia,Bhutan,University of Doha for Science and Technology,Bhutan,field,Saudi Arabia,1
2024-11-23,Sierra Leone,Ivory Coast,"Tafawa Balewa Square Cricket Oval, Lagos",Sierra Leone,bat,Sierra Leone,1
2024-11-23,Botswana,Eswatini,"Tafawa Balewa Square Cricket Oval, Lagos",Botswana,bat,Botswana,1
2024-11-23,Nigeria,St Helena,University of Lagos Cricket Oval,Nigeria,bat,Nigeria,1
2024-11-23,United Arab Emirates,Thailand,University of Doha for Science and Technology,United Arab Emirates,bat,United Arab Emirates,1
2024-11-23,Bahrain,Bhutan,"West End Park International Cricket Stadium, Doha",Bhutan,field,Bahrain,1
2024-11-23,Qatar,Cambodia,University of Doha for Science and Technology,Qatar,bat,Qatar,1
2024-11-24,Eswatini,St Helena,University of Lagos Cricket Oval,Eswatini,bat,Eswatini,1
2024-11-24,Sierra Leone,Botswana,University of Lagos Cricket Oval,Sierra Leone,bat,Botswana,0
2024-11-24,Nigeria,Ivory Coast,"Tafawa Balewa Square Cricket Oval, Lagos",Nigeria,bat,Nigeria,1
2024-11-25,Qatar,Bahrain,"West End Park International Cricket Stadium, Doha",Bahrain,field,Qatar,1
2024-11-25,Cambodia,Saudi Arabia,University of Doha for Science and Technology,Saudi Arabia,field,Saudi Arabia,0
2024-11-25,Thailand,Bhutan,"West End Park International Cricket Stadium, Doha",Thailand,bat,Thailand,1
2024-11-26,Thailand,Saudi Arabia,"West End Park International Cricket Stadium, Doha",Saudi Arabia,field,Saudi Arabia,0
2024-11-26,Bahrain,Cambodia,University of Doha for Science and Technology,Cambodia,field,Bahrain,1
2024-11-26,United Arab Emirates,Qatar,"West End Park International Cricket Stadium, Doha",United Arab Emirates,bat,United Arab Emirates,1
2024-11-26,St Helena,Sierra Leone,"Nigeria Cricket Federation Oval 1, Abuja",Sierra Leone,field,Sierra Leone,0
2024-11-26,Eswatini,Nigeria,"Nigeria Cricket Federation Oval 1, Abuja",Eswatini,bat,Nigeria,0
2024-11-26,Ivory Coast,Botswana,"Nigeria Cricket Federation Oval 2, Abuja",Botswana,field,Botswana,0
2024-11-27,Ivory Coast,Eswatini,"Nigeria Cricket Federation Oval 2, Abuja",Ivory Coast,bat,Eswatini,0
2024-11-27,St Helena,Botswana,"Nigeria Cricket Federation Oval 1, Abuja",St Helena,bat,Botswana,0
2024-11-27,Nigeria,Sierra Leone,"Nigeria Cricket Federation Oval 2, Abuja",Sierra Leone,field,Nigeria,1
2024-11-28,Bhutan,Cambodia,"West End Park International Cricket Stadium, Doha",Cambodia,field,Cambodia,0
2024-11-28,Saudi Arabia,Qatar,University of Doha for Science and Technology,Qatar,field,Qatar,0
2024-11-28,Bahrain,United Arab Emirates,University of Doha for Science and Technology,Bahrain,bat,United Arab Emirates,0
2024-11-28,Ivory Coast,St Helena,"Nigeria Cricket Federation Oval 1, Abuja",Ivory Coast,bat,St Helena,0
2024-11-28,Sierra Leone,Eswatini,"Nigeria Cricket Federation Oval 2, Abuja",Sierra Leone,bat,Sierra Leone,1
2024-11-28,Nigeria,Botswana,"Nigeria Cricket Federation Oval 2, Abuja",Nigeria,bat,Nigeria,1
2024-12-01,Pakistan,Zimbabwe,"Queens Sports Club, Bulawayo",Pakistan,bat,Pakistan,1
2024-12-02,Bermuda,Argentina,"Hurlingham Club Ground, Buenos Aires",Argentina,field,Bermuda,1
2024-12-03,Zimbabwe,Pakistan,"Queens Sports Club, Bulawayo",Zimbabwe,bat,Pakistan,0
2024-12-04,Rwanda,Nigeria,"Gahanga International Cricket Stadium, Rwanda",Rwanda,bat,Nigeria,0
2024-12-04,Uganda,Botswana,"Gahanga International Cricket Stadium, Rwanda",Botswana,field,Uganda,1
2024-12-05,Pakistan,Zimbabwe,"Queens Sports Club, Bulawayo",Pakistan,bat,Zimbabwe,0
2024-12-05,Nigeria,Botswana,"Gahanga International Cricket Stadium, Rwanda",Botswana,field,Nigeria,1
2024-12-05,Uganda,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,field,Uganda,1
2024-12-06,Panama,Suriname,"St Albans Club, Buenos Aires",Panama,bat,Panama,1
2024-12-06,Bahamas,Brazil,"St George's College Ground, Buenos Aires",Bahamas,bat,Bahamas,1
2024-12-06,Nigeria,Uganda,"Gahanga International Cricket Stadium, Rwanda",Nigeria,bat,Uganda,0
2024-12-06,Botswana,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,field,Rwanda,0
2024-12-07,Uganda,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,field,Uganda,1
2024-12-07,Nigeria,Botswana,"Gahanga International Cricket Stadium, Rwanda",Nigeria,bat,Botswana,0
2024-12-07,Cayman Islands,Panama,"St George's College Ground, Buenos Aires",Cayman Islands,bat,Cayman Islands,1
2024-12-07,Argentina,Belize,"St George's College Ground, Buenos Aires",Belize,field,Argentina,1
2024-12-07,Mexico,Brazil,"Hurlingham Club Ground, Buenos Aires",Mexico,bat,Mexico,1
2024-12-07,Bermuda,Suriname,"Hurlingham Club Ground, Buenos Aires",Bermuda,bat,Bermuda,1
2024-12-08,Panama,Bermuda,"St Albans Club, Buenos Aires",Panama,bat,Bermuda,0
2024-12-08,Bahamas,Argentina,"Hurlingham Club Ground, Buenos Aires",Bahamas,bat,Bahamas,1
2024-12-08,Suriname,Brazil,"St Albans Club, Buenos Aires",Suriname,bat,Brazil,0
2024-12-08,Cayman Islands,Belize,"Hurlingham Club Ground, Buenos Aires",Cayman Islands,bat,Cayman Islands,1
2024-12-08,Rwanda,Botswana,"Gahanga International Cricket Stadium, Rwanda",Rwanda,bat,Botswana,0
2024-12-08,Nigeria,Uganda,"Gahanga International Cricket Stadium, Rwanda",Uganda,field,Uganda,0
2024-12-09,Nigeria,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Nigeria,bat,Rwanda,0
2024-12-09,Uganda,Botswana,"Gahanga International Cricket Stadium, Rwanda",Botswana,field,Uganda,1
2024-12-10,Cayman Islands,Suriname,"Hurlingham Club Ground, Buenos Aires",Suriname,field,Suriname,0
2024-12-10,Panama,Argentina,"St Albans Club, Buenos Aires",Panama,bat,Argentina,0
2024-12-10,Mexico,Bermuda,"Hurlingham Club Ground, Buenos Aires",Mexico,bat,Bermuda,0
2024-12-10,South Africa,Pakistan,"Kingsmead, Durban",South Africa,bat,South Africa,1
2024-12-10,Bahamas,Belize,"St Albans Club, Buenos Aires",Belize,field,Bahamas,1
2024-12-11,Mexico,Cayman Islands,"St George's College Ground, Buenos Aires",Mexico,bat,Cayman Islands,0
2024-12-11,Bahamas,Panama,"Hurlingham Club Ground, Buenos Aires",Bahamas,bat,Bahamas,1
2024-12-11,Bermuda,Brazil,"St George's College Ground, Buenos Aires",Brazil,field,Bermuda,1
2024-12-11,Suriname,Argentina,"Hurlingham Club Ground, Buenos Aires",Suriname,bat,Argentina,0
2024-12-11,Uganda,Nigeria,"Gahanga International Cricket Stadium, Rwanda",Nigeria,field,Uganda,1
2024-12-11,Rwanda,Botswana,"Gahanga International Cricket Stadium, Rwanda",Botswana,field,Rwanda,1
2024-12-12,Uganda,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,field,Uganda,1
2024-12-12,Botswana,Nigeria,"Gahanga International Cricket Stadium, Rwanda",Botswana,bat,Nigeria,0
2024-12-12,Bermuda,Belize,"St George's College Ground, Buenos Aires",Belize,field,Bermuda,1
2024-12-12,Suriname,Mexico,"St George's College Ground, Buenos Aires",Mexico,field,Mexico,0
2024-12-12,Panama,Brazil,"Belgrano Athletic Club Ground, Buenos Aires",Panama,bat,Brazil,0
2024-12-12,Bahamas,Cayman Islands,"Belgrano Athletic Club Ground, Buenos Aires",Bahamas,bat,Cayman Islands,0
2024-12-13,Pakistan,South Africa,"SuperSport Park, Centurion",Pakistan,bat,South Africa,0
2024-12-13,Nigeria,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Nigeria,bat,Nigeria,1
2024-12-13,Uganda,Botswana,"Gahanga International Cricket Stadium, Rwanda",Uganda,bat,Uganda,1
2024-12-13,Bahrain,United Arab Emirates,"ICC Academy, Dubai",Bahrain,bat,United Arab Emirates,0
2024-12-13,Saudi Arabia,Kuwait,"ICC Academy, Dubai",Kuwait,field,Kuwait,0
2024-12-14,Nigeria,Uganda,"Gahanga International Cricket Stadium, Rwanda",Nigeria,bat,Uganda,0
2024-12-14,Oman,Qatar,"ICC Academy, Dubai",Qatar,field,Oman,1
2024-12-14,Bahrain,Kuwait,"ICC Academy, Dubai",Kuwait,field,Bahrain,1
2024-12-14,Argentina,Mexico,"Belgrano Athletic Club Ground, Buenos Aires",Mexico,field,Argentina,1
2024-12-14,Panama,Belize,"St Albans Club, Buenos Aires",Panama,bat,Belize,0
2024-12-14,Bahamas,Suriname,"Belgrano Athletic Club Ground, Buenos Aires",Bahamas,bat,Bahamas,1
2024-12-14,Cayman Islands,Brazil,"St Albans Club, Buenos Aires",Cayman Islands,bat,Cayman Islands,1
2024-12-15,United Arab Emirates,Oman,"ICC Academy, Dubai",Oman,field,United Arab Emirates,1
2024-12-15,Panama,Mexico,"Hurlingham Club Ground, Buenos Aires",Mexico,field,Panama,1
2024-12-15,Bermuda,Bahamas,"Belgrano Athletic Club Ground, Buenos Aires",Bermuda,bat,Bermuda,1
2024-12-15,Qatar,Saudi Arabia,"ICC Academy, Dubai",Saudi Arabia,field,Saudi Arabia,0
2024-12-15,Brazil,Belize,"Belgrano Athletic Club Ground, Buenos Aires",Brazil,bat,Belize,0
2024-12-15,Bangladesh,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",West Indies,field,Bangladesh,1
2024-12-15,Cayman Islands,Argentina,"Hurlingham Club Ground, Buenos Aires",Argentina,field,Cayman Islands,1
2024-12-16,Bermuda,Cayman Islands,"St Albans Club, Buenos Aires",Bermuda,bat,Bermuda,1
2024-12-16,Bahamas,Mexico,"St George's College Ground, Buenos Aires",Bahamas,bat,Bahamas,1
2024-12-16,Belize,Suriname,"St Albans Club, Buenos Aires",Belize,bat,Suriname,0
2024-12-16,Argentina,Brazil,"St George's College Ground, Buenos Aires",Brazil,field,Argentina,1
2024-12-16,Saudi Arabia,Bahrain,"ICC Academy, Dubai",Bahrain,field,Bahrain,0
2024-12-16,United Arab Emirates,Kuwait,"ICC Academy, Dubai",United Arab Emirates,bat,United Arab Emirates,1
2024-12-17,Qatar,Kuwait,"ICC Academy, Dubai",Kuwait,field,Kuwait,0
2024-12-17,Bangladesh,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",West Indies,field,Bangladesh,1
2024-12-17,Oman,Bahrain,"ICC Academy, Dubai",Bahrain,field,Oman,1
2024-12-18,Oman,Saudi Arabia,"ICC Academy, Dubai",Saudi Arabia,field,Saudi Arabia,0
2024-12-18,United Arab Emirates,Qatar,"ICC Academy, Dubai",United Arab Emirates,bat,United Arab Emirates,1
2024-12-19,Bangladesh,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",Bangladesh,bat,Bangladesh,1
2024-12-19,Saudi Arabia,United Arab Emirates,"ICC Academy, Dubai",United Arab Emirates,field,Saudi Arabia,1
2024-12-20,Oman,Kuwait,"ICC Academy, Dubai",Oman,bat,Kuwait,0
2024-12-20,Bahrain,Qatar,"ICC Academy, Dubai",Qatar,field,Qatar,0
2024-12-21,United Arab Emirates,Kuwait,Dubai International Cricket Stadium,United Arab Emirates,bat,United Arab Emirates,1
2024-12-28,New Zealand,Sri Lanka,"Bay Oval, Mount Maunganui",Sri Lanka,field,New Zealand,1
2024-12-30,New Zealand,Sri Lanka,"Bay Oval, Mount Maunganui",Sri Lanka,field,New Zealand,1
2025-01-02,Sri Lanka,New Zealand,"Saxton Oval, Nelson",New Zealand,field,Sri Lanka,1
2025-01-22,England,India,"Eden Gardens, Kolkata",India,field,India,0
2025-01-25,England,India,"MA Chidambaram Stadium, Chepauk, Chennai",India,field,India,0
2025-01-28,England,India,"Saurashtra Cricket Association Stadium, Rajkot",India,field,England,1
2025-01-31,India,England,"Maharashtra Cricket Association Stadium, Pune",England,field,India,1
2025-02-02,India,England,"Wankhede Stadium, Mumbai",England,field,India,1
2025-02-03,Malta,Austria,Marsa Sports Club,Austria,field,Austria,0
2025-02-03,Hungary,Malta,Marsa Sports Club,Malta,field,Hungary,1
2025-02-04,Hungary,Austria,Marsa Sports Club,Hungary,bat,Austria,0
2025-02-04,Malta,Hungary,Marsa Sports Club,Malta,bat,Hungary,0
2025-02-05,Malta,Austria,Marsa Sports Club,Austria,field,Austria,0
2025-02-05,Austria,Hungary,Marsa Sports Club,Hungary,field,Hungary,0
2025-02-19,Bahrain,Indonesia,Udayana Cricket Ground,Indonesia,field,Bahrain,1
2025-02-20,Indonesia,Bahrain,Udayana Cricket Ground,Bahrain,field,Bahrain,0
2025-02-20,Oman,United States of America,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United States of America,field,United States of America,0
2025-02-21,Oman,United States of America,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United States of America,field,United States of America,0
2025-02-22,Bahrain,Indonesia,Udayana Cricket Ground,Indonesia,field,Indonesia,0
2025-02-23,Oman,United States of America,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,bat,United States of America,0
2025-02-23,Bahrain,Indonesia,Udayana Cricket Ground,Indonesia,field,Bahrain,1
2025-02-23,Ireland,Zimbabwe,Harare Sports Club,Zimbabwe,field,Zimbabwe,0
2025-02-24,Indonesia,Bahrain,Udayana Cricket Ground,Indonesia,bat,Bahrain,0
2025-02-28,Bahrain,Singapore,Singapore National Cricket Ground,Singapore,field,Bahrain,1
2025-03-01,Singapore,Bahrain,Singapore National Cricket Ground,Singapore,bat,Bahrain,0
2025-03-02,Singapore,Bahrain,Singapore National Cricket Ground,Singapore,bat,Bahrain,0
2025-03-10,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field,Bahrain,0
2025-03-11,Hong Kong,Bahrain,"Bayuemas Oval, Kuala Lumpur",Hong Kong,bat,Bahrain,0
2025-03-12,Hong Kong,Malaysia,"Bayuemas Oval, Kuala Lumpur",Hong Kong,bat,Hong Kong,1
2025-03-13,Bahrain,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,Bahrain,1
2025-03-15,Malaysia,Hong Kong,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat,Hong Kong,0
2025-03-16,Pakistan,New Zealand,"Hagley Oval, Christchurch",New Zealand,field,New Zealand,0
2025-03-17,Hong Kong,Bahrain,"Bayuemas Oval, Kuala Lumpur",Hong Kong,bat,Bahrain,0
2025-03-18,Pakistan,New Zealand,"University Oval, Dunedin",New Zealand,field,New Zealand,0
2025-03-19,Canada,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field,Namibia,0
2025-03-21,New Zealand,Pakistan,"Eden Park, Auckland",Pakistan,field,Pakistan,0
2025-03-22,Canada,Namibia,"Namibia Cricket Ground, Windhoek",Canada,bat,Namibia,0
2025-03-23,New Zealand,Pakistan,"Bay Oval, Mount Maunganui",Pakistan,field,New Zealand,1
2025-03-23,Canada,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field,Namibia,0
2025-03-26,Pakistan,New Zealand,"Sky Stadium, Wellington",New Zealand,field,New Zealand,0
2025-04-07,Norway,Portugal,Santarem Cricket Ground,Portugal,field,Norway,1
2025-04-08,Norway,Portugal,Santarem Cricket Ground,Norway,bat,Portugal,0
2025-04-09,Qatar,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,Nepal,0
2025-04-09,Hong Kong,Kuwait,"Mission Road Ground, Mong Kok, Hong Kong",Kuwait,field,Kuwait,0
2025-04-09,Portugal,Norway,Santarem Cricket Ground,Portugal,bat,Portugal,1
2025-04-10,Kuwait,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,Nepal,0
2025-04-10,Hong Kong,Qatar,"Mission Road Ground, Mong Kok, Hong Kong",Qatar,field,Hong Kong,1
2025-04-12,Qatar,Kuwait,"Mission Road Ground, Mong Kok, Hong Kong",Kuwait,field,Kuwait,0
2025-04-13,Hong Kong,Qatar,"Mission Road Ground, Mong Kok, Hong Kong",Qatar,field,Hong Kong,1
2025-04-13,Kuwait,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field,Kuwait,1
